question_id,mu,sigma,se_before,se_after_samples,se_mean,se_std,delta_se,mean_noise,correctness,correctness_bool,se_after_len
jp_1076--114/114_1377217.txt#0_1,2,2,0.133624099,"[0.13319164335391398, 0.11989462162003073, 0.09859488723762837, 0.05348028105513542, 0.04137568856613688, 0.2010741315181191, 0.07054222912018468, 0.07183723303998515, 0.1195771636842548, 0.12288706315863222, 0.08805919318677913, 0.06428731588124083, 0.12245494356688882, 0.15107509378345058, 0.049827188248971255, 0.061091428014559926, 0.07740475404070997, 0.1052282106426481, 0.12454217868090013, 0.08642503183481352, 0.10518160599548337, 0.16622552288303313, 0.13652045863929888, 0.08236588925118221, 0.05415195768243397, 0.12904995551747395, 0.058610665980358474, 0.1016890928999107, 0.10094650788734444, 0.08906732172197986, 0.07925659341984308, 0.15969717383805562, 0.0971602001453099, 0.042790893617049575, 0.1316823015061564, 0.09770669520154081, 0.13934778333374911, 0.05600573214117331, 0.06645289168118071, 0.06105793005046086, 0.12766782701904142, 0.07140382740126572, 0.0936109900091615, 0.10775531432723057, 0.11141768101700385, 0.05571547212900701, 0.067732837309333, 0.0764663736646912, 0.1423373869656765, 0.07911689034406534, 0.09916786079112057, 0.1265530592765667, 0.07915126372321608, 0.08637064902883901, 0.062300829239792674, 0.033281806713521635, 0.07571734930642376, 0.16690020805977535, 0.0739386256723865, 0.1310965479288505, 0.11455135124441941, 0.09848436444980947, 0.15757341848767714, 0.10734592576158547, 0.07252630907915893, 0.1982635121941121, 0.07605975291167162, 0.10199050527156928, 0.057718341510032425, 0.11200526068654694, 0.20034488803761022, 0.12594294391888597, 0.11177302160571456, 0.11274229698173789, 0.08207941985968743, 0.08473281940346272, 0.14402554282719107, 0.1863440985169056, 0.07501593019638994, 0.06628621391204813, 0.11814681925049356, 0.12235845763878787, 0.1203007678493675, 0.08180711397517614, 0.057395754828896674, 0.06397977830012597, 0.13671407515909084, 0.09056859780776759, 0.12249548631259241, 0.1192534213331224, 0.07963207869085262, 0.16445295536757082, 0.09221043919870674, 0.11962649930752994, 0.15919980260198885, 0.08905010223285506, 0.09676921488327783, 0.06260429151677493, 0.05095056080720219, 0.08230910280993303]",0.101011515,0.036803103,-0.032612584,2.017941569,0,FALSE,100
bt_1706--93/93_2394404.txt#0_0,0,0.5,1.802582272,"[1.8059883965214845, 1.7981367209436496, 1.815209419116143, 1.808018937754545, 1.8097479163737167, 1.8169215949679773, 1.7805290128212308, 1.7951346121764673, 1.8223543706327452, 1.7952549316689757, 1.785501134914735, 1.8185012910309386, 1.7971106609439373, 1.79321230299954, 1.813437512537785, 1.7738045708325516, 1.7925286407914234, 1.787081520099253, 1.7977995945986098, 1.7795300585653258, 1.800709556855805, 1.7868136963970525, 1.794507780438337, 1.8075629273587939, 1.8016842339385026, 1.7934544099167549, 1.8265272500248892, 1.814733925154087, 1.818822181099232, 1.7799108096836602, 1.79051558583105, 1.8049096507402542, 1.8021764455792675, 1.8087159201709515, 1.7946248308035038, 1.7964501000671682, 1.8188765155072126, 1.8046627998885607, 1.7938780657289495, 1.7918637603429088, 1.7900146415932205, 1.8021348486584159, 1.8141244250663515, 1.8118777043842877, 1.8188582971029703, 1.8073640438943768, 1.803926381728472, 1.793919735447882, 1.8016284102710969, 1.8050981840997988, 1.8057728982154948, 1.7782075132228354, 1.8162752948746355, 1.8022870782842082, 1.7958502294774945, 1.8051690363117043, 1.8050286247554184, 1.8027454526403965, 1.7895868822466061, 1.8106978522634958, 1.7718356204019958, 1.811512174317919, 1.7998046005592512, 1.7933818715788339, 1.7955373789565734, 1.8025821780946596, 1.8062338664588566, 1.7775564634880912, 1.8067682485099255, 1.8178957166363332, 1.8044439055965813, 1.8091508736690334, 1.7898089307178082, 1.7790869659858117, 1.8023863650445247, 1.7804331852853539, 1.809973378928373, 1.794248804607558, 1.8190363804184122, 1.8111616637038714, 1.813747989254607, 1.7932649943091608, 1.782473457797423, 1.7833130390797114, 1.8113961629119848, 1.7916996555189406, 1.7941444079088795, 1.7935220436702333, 1.7990684478850099, 1.8075982453230464, 1.8054999899968356, 1.8144830573683617, 1.8193180562040538, 1.799951510128576, 1.8010457748898254, 1.7909266566782085, 1.8120782977996268, 1.7880026940611526, 1.7905352421289193, 1.8144123172809412]",1.800670918,0.012012221,-0.001911354,-1.99E-05,0,FALSE,100
bt_1706--93/93_2394404.txt#0_0,0,1,1.802582272,"[1.7844438267784106, 1.8192142980570312, 1.8225272746768362, 1.7753922696489652, 1.7738639387499298, 1.8220537302507231, 1.7502718983410408, 1.7819734312970694, 1.8297652670426232, 1.8055837010825693, 1.8152900112354027, 1.795581492530255, 1.791761315057597, 1.816964867475065, 1.7884322461500033, 1.806445360650529, 1.7876856072594474, 1.788706396902941, 1.7905810133266697, 1.7800737155703115, 1.8523608354000858, 1.8194117934963892, 1.7606494966434463, 1.7920214153069265, 1.7373744649492684, 1.7988308461322788, 1.8054423109983992, 1.816400091433937, 1.8057404183736998, 1.7849881926366047, 1.8047469756524805, 1.7973127671114115, 1.8301990897951823, 1.6838481617480798, 1.765518862572872, 1.806326806219683, 1.8410546080405026, 1.789675910256704, 1.7917354425358003, 1.7395226832100534, 1.8091692321067983, 1.8408333431294068, 1.7491693895809781, 1.8580545175594558, 1.7990028048934859, 1.7738032069565137, 1.7697278042544096, 1.736630556115038, 1.8071670525589036, 1.8120957349872133, 1.798347950487693, 1.776333948881267, 1.7958081570590896, 1.8126865467704423, 1.8117413873508301, 1.7963351728689716, 1.796351894521699, 1.7637424404531932, 1.8429438985824598, 1.7645827299171615, 1.814698111714109, 1.8188045924218157, 1.7915366007535631, 1.8346950237110586, 1.8040161712807568, 1.8500423362582041, 1.7905402756387792, 1.7704324479548192, 1.777634583929709, 1.794595516551432, 1.8045497820025262, 1.7934643825406575, 1.8136630998156407, 1.7857455795097166, 1.8195142862933562, 1.8365674424939495, 1.7902026166343719, 1.6995017708092757, 1.827777456381253, 1.8003388181471842, 1.7954418084488428, 1.8471163450641013, 1.7891032441268302, 1.825958485954116, 1.7920239703032836, 1.7735806112097139, 1.7854720249331673, 1.8410508032901145, 1.7624308166966505, 1.7553567423616703, 1.8091661546114635, 1.7544784687720463, 1.7562132676752387, 1.7954019592534565, 1.8270111422310864, 1.7870435852144078, 1.7834865067999304, 1.777217102057388, 1.7967319070744312, 1.7938051669684558]",1.795307116,0.029851946,-0.007275155,0.001960693,0,FALSE,100
bt_1706--93/93_2394404.txt#0_0,0,2,1.802582272,"[1.7290229201838396, 1.7261747795249267, 1.727809797615962, 1.7793033648325425, 1.850201618219032, 1.809177304399149, 1.8028793276957578, 1.768513112299805, 1.6478212095968945, 1.6926268038616088, 1.7284336509226204, 1.8029007846399505, 1.799330864291969, 1.7394255956219524, 1.7989717152777074, 1.762957709693704, 1.8092223721944187, 1.8396416355579472, 1.7998561124421708, 1.8370940775253566, 1.802471111266413, 1.775746061094219, 1.8278142436938674, 1.798078807598543, 1.7692145262870378, 1.6314801417467577, 1.7809329233915563, 1.7054595979330085, 1.7227880997924836, 1.7013782804648598, 1.6414264238562426, 1.7494250312419626, 1.7891209434484954, 1.740471544440239, 1.7021129999908937, 1.8165722534260844, 1.6375312332815346, 1.7697759519730492, 1.7715379738431758, 1.7859042064039818, 1.7643488985200402, 1.7566880411306343, 1.7128716878197914, 1.7485680178059115, 1.8393605356158274, 1.7501117350899287, 1.8394369817286553, 1.7930813782880126, 1.7757016314589271, 1.7408931758288468, 1.8608119370494163, 1.7782743106504173, 1.7712142624805236, 1.7589516890982155, 1.7638936370771265, 1.763906237449772, 1.6926137114841304, 1.7642978070199455, 1.7975825535371284, 1.7928820862956056, 1.782339945267301, 1.7203850502848905, 1.831805430105877, 1.694296555535108, 1.7209705831598865, 1.7591218415829508, 1.8324816900597554, 1.751229187627914, 1.7086160333637688, 1.7054547804679605, 1.6776453389033252, 1.6170226800034, 1.6330779709549998, 1.6609166693633686, 1.8156366970834792, 1.7178681269217233, 1.6660023393214405, 1.8043853906618303, 1.7468327018166812, 1.804874977667335, 1.6750191055041546, 1.737150989386799, 1.8130487084300633, 1.7907086868761481, 1.8024385874591269, 1.7595563817865083, 1.6639363292037348, 1.8246523312341139, 1.8336593786157853, 1.7714218794505858, 1.71582940496292, 1.7823409675333077, 1.8020409498660008, 1.7762134283251039, 1.7906512462739406, 1.8528766120537252, 1.7746149668031717, 1.6276136295279042, 1.8093338828766399, 1.6296503445259174]",1.757198192,0.058201453,-0.045384079,0.001841482,0,FALSE,100
bt_1706--93/93_2394404.txt#0_0,0.5,0.5,1.802582272,"[1.7769369383894467, 1.8193699258700378, 1.7875658319557957, 1.8059070232685037, 1.8138139371998678, 1.8054649928216882, 1.7972108462300183, 1.8034643115157643, 1.8259473027181408, 1.8065718403880995, 1.8094005227826804, 1.8140149739191305, 1.8252310276286083, 1.8045863115404996, 1.807161164800535, 1.8153047401709255, 1.8011960642812728, 1.8213606181565136, 1.8058862815823287, 1.8074146265484234, 1.797221827100234, 1.8069414979608722, 1.7976868413503948, 1.8028339471333377, 1.782193163979327, 1.7998399266057488, 1.781026703944533, 1.791054878055709, 1.7943776305812407, 1.796798709683921, 1.7805741300537035, 1.8063040359377016, 1.786576602537034, 1.8175548060342908, 1.793075620914903, 1.7809801691901637, 1.8141802972333525, 1.791098155062085, 1.791904991016985, 1.7929086291389091, 1.7919223311846593, 1.7892329056004614, 1.8108321678023698, 1.7891644510765836, 1.7894479368012015, 1.798998564845223, 1.8177848987369565, 1.800124330649991, 1.7992245167047596, 1.7970529309916714, 1.8035536975115913, 1.7915745612940712, 1.78844619870937, 1.7987182502136039, 1.7965352114050246, 1.8106617987550395, 1.8275882255541727, 1.785224088684438, 1.8168416741771303, 1.803128689806845, 1.7875000621936175, 1.793807976779095, 1.7919114297393859, 1.7848394585344844, 1.7885301518138417, 1.7834684341281717, 1.8115055253687846, 1.8143382241199177, 1.7935854117538168, 1.807346034017094, 1.7859234751619673, 1.803561250442778, 1.815163917960787, 1.8172658291943713, 1.8159147827472162, 1.8210589734640066, 1.7808161071298583, 1.8095053943017059, 1.805533391944919, 1.7683453382134489, 1.7741897118875951, 1.81973729196466, 1.7931028785262983, 1.780472380717108, 1.7978004242500107, 1.793308080227287, 1.7996860382401065, 1.807913999093296, 1.8013620450534142, 1.809699068146929, 1.795411396856167, 1.8016396936259955, 1.8125275579367792, 1.793173722746112, 1.7963362870163524, 1.8174188138418228, 1.8080012379171118, 1.7893440760927728, 1.8018201310278208, 1.7998541160713206]",1.800377194,0.01246502,-0.002205078,0.504287694,0,FALSE,100
bt_1706--93/93_2394404.txt#0_0,0.5,1,1.802582272,"[1.794328353971184, 1.8344272515222573, 1.7902670796548614, 1.7831124090475525, 1.7632306322726368, 1.793537257860077, 1.8490701285617481, 1.745136810649656, 1.7578011182673419, 1.8463683243880753, 1.75486330311506, 1.8180406274026157, 1.7366287849740059, 1.8269170481456518, 1.8270238522341493, 1.7774237960931858, 1.8435742196289346, 1.7981456122121033, 1.7766342918666422, 1.8297740287846984, 1.8526439302832625, 1.8079860367554579, 1.80004200473302, 1.8144446198047077, 1.785242664438618, 1.8029805108340466, 1.7613474003983112, 1.78046439115818, 1.810457556131907, 1.8087322358011553, 1.8021223970527476, 1.7659920393359925, 1.7858657555536295, 1.8142692919123717, 1.7631654222559527, 1.777227827562804, 1.7851974476047408, 1.8350214361068011, 1.8095970690279448, 1.7999997390573257, 1.81490759745098, 1.8206097576819809, 1.7796578462064583, 1.7938514990947998, 1.8292097464563524, 1.776902947705501, 1.8052176098955, 1.8144113749723765, 1.7487839144907111, 1.8205534186561674, 1.7864067679433833, 1.8250733214946258, 1.7611910406968656, 1.8075170985301827, 1.7805844678408445, 1.8015541264710924, 1.796878490384248, 1.7894934162926752, 1.830119252123867, 1.8139513550955604, 1.816726400922183, 1.8331060423318024, 1.797728754845787, 1.7692650655865074, 1.803765792592303, 1.8471888921087416, 1.7849335988586357, 1.8042243951231205, 1.7902825571271637, 1.7854128216739045, 1.790022434365127, 1.8212876654424908, 1.8014798709480986, 1.796614646973681, 1.7762552800708415, 1.7819398511651017, 1.7562585908640118, 1.786933831359644, 1.7739142315143777, 1.8173935237417598, 1.8162144775411724, 1.7956611482511882, 1.8173792916228506, 1.806027258061972, 1.7271156381633324, 1.8272923229921576, 1.7959940941727837, 1.8027251957549613, 1.8092136861613386, 1.7717019725263212, 1.7989258712916714, 1.7896624642644947, 1.8085565428813248, 1.8439140709032906, 1.8364230533132067, 1.8110190357214584, 1.7946584762606177, 1.8172150564181782, 1.8084308939367257, 1.7672031727598199]",1.798860477,0.025728898,-0.003721794,0.503134639,0,FALSE,100
bt_1706--93/93_2394404.txt#0_0,0.5,2,1.802582272,"[1.768534125090558, 1.7591479974888447, 1.7236003522310384, 1.6959150190477787, 1.672770671539357, 1.8194734843150515, 1.8486795061735175, 1.769661128282553, 1.8042178223013807, 1.6633298694913825, 1.824058102468245, 1.737081308973854, 1.7506634843577027, 1.7828175510832192, 1.8893417130890529, 1.7990138510760139, 1.8182277888224005, 1.784877630842016, 1.726411487829212, 1.7869941814800523, 1.829566181358108, 1.7793188653753371, 1.7326622337686632, 1.849405522422631, 1.804139162443911, 1.7855621957486143, 1.7933472724539323, 1.7991717769908442, 1.6665291915156235, 1.8011546891235335, 1.809313602043379, 1.7485603020224816, 1.7607914343630224, 1.6620194453694375, 1.8005557095567672, 1.6634127326051573, 1.774485844304947, 1.7822580706012432, 1.7451815674954443, 1.752513516425231, 1.8106816809225172, 1.8035537015767928, 1.7092463209413402, 1.7921880266199233, 1.818607039337573, 1.6982033171820776, 1.798813952996215, 1.8219372076788005, 1.804077892585799, 1.7980527820055128, 1.716279970381716, 1.8398721085300616, 1.8176230326441103, 1.7414431398737897, 1.7778582560382945, 1.7828779906073335, 1.786854857092216, 1.730647333807982, 1.7622492708028834, 1.7987802042652037, 1.676853212757341, 1.7935436836900878, 1.8554525704293992, 1.7400979107887844, 1.7711324668381399, 1.741881901479659, 1.749644795047249, 1.7934103639031496, 1.723781498087251, 1.7999564024777521, 1.7105849238591593, 1.7013332717456338, 1.7691893414017184, 1.7839087359278343, 1.8473277233207845, 1.751905362514771, 1.7124697476465593, 1.7673750161348507, 1.8262991755540279, 1.7708467222329307, 1.7315793576876686, 1.8024094091424763, 1.7171955388074152, 1.7338904985270114, 1.8747976728164022, 1.7697266723249898, 1.7921142899461853, 1.7588025027067378, 1.7427326861256145, 1.7222411878395576, 1.8200891014815341, 1.6821408087042162, 1.6788476959678484, 1.7923344470575748, 1.803386162157432, 1.8430028293102843, 1.7667959262924848, 1.7092391987062943, 1.7562236114492247, 1.8839782712616393]",1.770431372,0.050646645,-0.0321509,0.500390035,0,FALSE,100
bt_1706--93/93_2394404.txt#0_0,1,0.5,1.802582272,"[1.8241108071689123, 1.7915982036706526, 1.8054813312643958, 1.8016926175509047, 1.8024803449696767, 1.8027216336703593, 1.8151107913202225, 1.7924753066718013, 1.7955415751780728, 1.8071206349653117, 1.7975757514658008, 1.806426017961468, 1.7876583851149377, 1.8046750946834684, 1.7911946235560958, 1.8077024146157066, 1.8054403171555646, 1.8209879898383838, 1.7751964364206847, 1.810651976313498, 1.8010351501299011, 1.7955421085406507, 1.7895919880313298, 1.7982913380361623, 1.7971789299365772, 1.803472898163639, 1.8096900465004666, 1.773116221380644, 1.7937539478127424, 1.8105732575288005, 1.789973142966392, 1.7903754117717763, 1.8381872787856868, 1.7973939710529765, 1.7911129699272013, 1.800492232133096, 1.8058576199427272, 1.7963500472817053, 1.7893979911763382, 1.7926538482742425, 1.8050452684807334, 1.8037443116038034, 1.8137610028512245, 1.8030617578310943, 1.7887012825589919, 1.812452557275676, 1.8260508387316472, 1.8167799690390278, 1.796363078758459, 1.8159296441677828, 1.8196691884215168, 1.834941950255088, 1.8096991480639928, 1.7948254089237343, 1.8040364326125562, 1.7989295263845653, 1.8104012117240833, 1.806644956527853, 1.8013026642085244, 1.774872450161909, 1.7754961337357313, 1.804206904864131, 1.8054882045044032, 1.7791510766338272, 1.8062186510456428, 1.8296902487721534, 1.8224977118422805, 1.8104970565266636, 1.8051187195876037, 1.7926752940530029, 1.8081766699911888, 1.7743814488311709, 1.7985892839796347, 1.8168315053154465, 1.7753800990212825, 1.7930212734875097, 1.7958520908449014, 1.8047255469774304, 1.8099700570613728, 1.8156412046158374, 1.8246929837134038, 1.7916265642736025, 1.8002898168598531, 1.7980670030756836, 1.7971442818219954, 1.8214042059035835, 1.790376912634259, 1.797776662711109, 1.7978214932690533, 1.7875465393241463, 1.7882130156190859, 1.777822432762298, 1.782555277454805, 1.8243988490864265, 1.7966956786473478, 1.80172785322312, 1.80644735461633, 1.8085498054327493, 1.799682743695741, 1.8075972943846885]",1.801711413,0.013243538,-0.000870859,1.004404259,0,FALSE,100
bt_1706--93/93_2394404.txt#0_0,1,1,1.802582272,"[1.8164876126408562, 1.7665185770338068, 1.818222982029996, 1.8191000872966991, 1.8377659409098195, 1.796042888129036, 1.7748047967085516, 1.8476665426702004, 1.7810861039808419, 1.7959087418231132, 1.8240725127219835, 1.7743505154883874, 1.7664169118433029, 1.783599119595261, 1.8201883062212472, 1.7729688261329528, 1.770630259810218, 1.8180930579328107, 1.7889622296598888, 1.7325091086538675, 1.7453651380225081, 1.7799632196028732, 1.809844467070365, 1.8116627369018103, 1.8355587136892022, 1.7630159873926199, 1.8026176679789265, 1.7513775912083833, 1.8234212276623825, 1.7893448604054618, 1.775383377270344, 1.8188935329985134, 1.764940764294991, 1.747452491861251, 1.7367782829082445, 1.8204771178608834, 1.7851412889448155, 1.8149984522592622, 1.7878961299038476, 1.817088002613882, 1.8323761113199089, 1.723529450214542, 1.8006765000146359, 1.7810955836388498, 1.8296777416774253, 1.8305572650153943, 1.7101900631505371, 1.7932765878468644, 1.7509862722491887, 1.7639699685937456, 1.8224064547663588, 1.8347821581340529, 1.780496111004403, 1.8053980669835181, 1.7860673422841573, 1.7976612520211446, 1.8040004924688864, 1.829782051224695, 1.7927684495168823, 1.801557612719706, 1.7908636483363485, 1.7948335132203554, 1.7904920705082485, 1.7817688238960527, 1.775335381674879, 1.7759562289963093, 1.7659412228481974, 1.7489376297454653, 1.7660588446303744, 1.7678724207200243, 1.792965282877965, 1.778353020176521, 1.8076146453289508, 1.7434668974358585, 1.8019418377891137, 1.8194164341232228, 1.8300086585113864, 1.789797578215094, 1.777632731387423, 1.7799361726480278, 1.7912083351368417, 1.756876912675043, 1.818006306407725, 1.7880132065699894, 1.8231380513043447, 1.8294850635559592, 1.7993149549423066, 1.807953588030699, 1.811242277390972, 1.7913993731656208, 1.842880322094088, 1.8354794477425895, 1.770557581347065, 1.8182275432256978, 1.775120736302183, 1.7794710046052737, 1.8077558703603285, 1.7833127319933382, 1.8464862069056238, 1.8324188080032962]",1.793454131,0.028732727,-0.009128141,1.00841732,0,FALSE,100
bt_1706--93/93_2394404.txt#0_0,1,2,1.802582272,"[1.775064319739707, 1.8356434253869656, 1.7555499211761574, 1.6359179431049191, 1.744179062094545, 1.8064274634619741, 1.805438448238889, 1.7959456971718586, 1.799756971609671, 1.7857435951675704, 1.8430579086648335, 1.8031376843299904, 1.7948756668308201, 1.7613244777024342, 1.7994909953859288, 1.8037481115267717, 1.8060078486014521, 1.7807456873836662, 1.8437875013007694, 1.8169355675465417, 1.775598250204967, 1.7298795658621986, 1.7639000900706767, 1.654061035748707, 1.7366997302180724, 1.7225050643953836, 1.8284046518559602, 1.817683896974736, 1.8792210358178414, 1.7905157282325868, 1.860637945244414, 1.7782531873243972, 1.778584231634387, 1.7202785385549682, 1.7886003067449252, 1.718121010803299, 1.7512629470702112, 1.797910905714621, 1.7874441972513118, 1.7301843599495204, 1.781204104655142, 1.6953781123166554, 1.786496028427146, 1.735755579363727, 1.8639495352361508, 1.7859082982499523, 1.6579351133037208, 1.6891845373947016, 1.7915177573967263, 1.7487047940927134, 1.7710905632853688, 1.8221968463777547, 1.7791540033206024, 1.7534383201179962, 1.765032044231422, 1.8920613919414537, 1.8133271984616244, 1.7275360651314942, 1.8283714946408176, 1.7146687830489378, 1.8267203786433226, 1.7394890515450567, 1.7168923753496825, 1.7969433149035332, 1.7759650278963381, 1.7258126737481592, 1.7516236457578165, 1.848154117867796, 1.6795868291206446, 1.8600960515075808, 1.6959810043531445, 1.8111807491329692, 1.7698704532485605, 1.7927280883531835, 1.8281239036460553, 1.8080800757041673, 1.6668282116592474, 1.6839373135779465, 1.623216662070502, 1.6857947168369358, 1.8339572119702827, 1.7326177816775339, 1.7925310354255473, 1.8070934569853432, 1.8817513636359307, 1.7051602954429856, 1.7619955987737277, 1.7411122048346412, 1.7191493478412943, 1.7613035817629576, 1.7114875897039055, 1.809422192439659, 1.7898450816979752, 1.8100003461058245, 1.728854073666333, 1.6717631567325562, 1.7780707317351316, 1.8882171111773784, 1.807480578625869, 1.718317725316107]",1.771425907,0.056483788,-0.031156365,1.004534894,0,FALSE,100
bt_1706--93/93_2394404.txt#0_0,2,0.5,1.802582272,"[1.7836438860005854, 1.8209747910577796, 1.8032747646422096, 1.7991498413052103, 1.7966608084844322, 1.808386683706173, 1.8110780596409897, 1.7942004756339676, 1.7887601989260455, 1.8046341358656068, 1.8018203648011681, 1.8151937335136752, 1.8160200793408001, 1.8055465320977295, 1.7965053237949888, 1.7863842848862184, 1.8042794015092065, 1.8317236983543073, 1.8068686298112533, 1.7831061161556223, 1.8165130908450429, 1.8076489557749869, 1.803210382119328, 1.8127611032262048, 1.792655067220589, 1.8138304848223814, 1.809687898701503, 1.8040254431629295, 1.793193552189784, 1.7848981800583696, 1.7934070339917083, 1.8031002665414284, 1.7908171022696737, 1.8079290183177803, 1.8124561764173206, 1.801661996900723, 1.8201774662628256, 1.7887359762809751, 1.8008674068264803, 1.7935282284378964, 1.8030723291873396, 1.802553096759865, 1.8009277211094419, 1.8043131731240565, 1.814440293034289, 1.826115643019825, 1.8069869045460198, 1.796375368077273, 1.8123619063482408, 1.7690484414184717, 1.79913875505519, 1.7915099745338434, 1.796028494749715, 1.799482663971955, 1.8167711257740162, 1.8027780406022265, 1.812702830549064, 1.8103260120098226, 1.812850171276061, 1.7897684803292284, 1.804379323965761, 1.7866611968130526, 1.7912049032472543, 1.8066901539251963, 1.813495174888074, 1.799859930024295, 1.7854889172054649, 1.7902341050737323, 1.7601115841848085, 1.8045407020543172, 1.7988677751488265, 1.774288075930211, 1.8216317561223312, 1.8210828139765658, 1.7845998460093415, 1.8083297972110066, 1.7896516483716942, 1.7769384829731993, 1.7928790965834047, 1.820329464176363, 1.809259471239562, 1.8193877540466268, 1.7962331317482017, 1.8211667731028705, 1.8100272861431497, 1.7922837353463814, 1.787604415536119, 1.8014590242188977, 1.7974573503223052, 1.8009583356739634, 1.8252773027067852, 1.787615247688167, 1.8014494202016467, 1.794807415150736, 1.8162022283165202, 1.8082453978865167, 1.804347500361876, 1.7929273195304254, 1.8031090629182327, 1.7896688716275864]",1.801676199,0.012637596,-0.000906073,1.997312671,0,FALSE,100
bt_1706--93/93_2394404.txt#0_0,2,1,1.802582272,"[1.7669751411490329, 1.7628834400094417, 1.8182401093763367, 1.7776841532573673, 1.8094268982572537, 1.773339830939395, 1.779791895930708, 1.8275351522136045, 1.7951532844458415, 1.8462293904702354, 1.8040367172394083, 1.8099011051816796, 1.7750611871738782, 1.8002288286487456, 1.7985253678609578, 1.794313641632358, 1.8192863633317515, 1.7595321828558874, 1.8094740066513109, 1.8039036144294762, 1.7548611816232798, 1.7892967106735091, 1.7534688689715885, 1.7935261726062643, 1.8226601403152474, 1.844220592310343, 1.7246484738822108, 1.7881058061256119, 1.8002557954699276, 1.763820463459042, 1.76532104238256, 1.7829337064719843, 1.821342728586535, 1.7577133985332245, 1.7779336488363338, 1.7416926348887478, 1.8034734738728138, 1.8200715407255836, 1.804234524078831, 1.7588208538062167, 1.799190997243067, 1.801955106481281, 1.809229196677636, 1.759602507111569, 1.7980981667706804, 1.7456482070652213, 1.7584063994256651, 1.7852737668534, 1.849342925536943, 1.7713166743366946, 1.819637267911143, 1.802185673938792, 1.7849053319096948, 1.7448901617556922, 1.7782090410838822, 1.7926006689548493, 1.8196926000061702, 1.7731797879537718, 1.8199423766104061, 1.79509351933447, 1.792043699229219, 1.7544442773749322, 1.78517216406942, 1.7533608969252958, 1.789805953578933, 1.8084036115320583, 1.8266759760221558, 1.8039056150363648, 1.7769637842559418, 1.8271591183126408, 1.8460227783155827, 1.8248566002718354, 1.8102767616145141, 1.795627990443769, 1.7700527617210637, 1.7854629551692813, 1.7886899901334326, 1.7925568172121114, 1.8162493239927868, 1.7695329009087628, 1.7679708170451736, 1.7880775341487498, 1.8366616256170099, 1.7493281464849868, 1.7990419868592422, 1.7427081278243441, 1.7172058332729376, 1.8117170945883896, 1.7743166002462598, 1.8077780945035529, 1.7926859953881114, 1.8360264733773377, 1.8045490366083563, 1.814423348194171, 1.8223692459336205, 1.8145348316954222, 1.7958954072775266, 1.7474320971173791, 1.7729888811628631, 1.78867930259007]",1.791099789,0.02752263,-0.011482482,2.005971306,0,FALSE,100
bt_1706--93/93_2394404.txt#0_0,2,2,1.802582272,"[1.6287223533728192, 1.7894048264947013, 1.7454578174367155, 1.768452421683537, 1.7554070815185379, 1.549875796363495, 1.7051962867655892, 1.820111721840074, 1.6615373602424788, 1.772412656285082, 1.727226750895822, 1.7274597510678442, 1.7922202550327326, 1.7922795675014518, 1.7423466701846861, 1.7858550352799007, 1.782212007793856, 1.790645946354555, 1.8551162196970274, 1.8335890998396933, 1.6535993309389516, 1.811630128407638, 1.689820158743847, 1.8357450815608087, 1.7307843788277806, 1.7368855815614026, 1.7535081754138568, 1.8096677555827452, 1.7976996931355722, 1.825862910402378, 1.7290546528048543, 1.7962206616298124, 1.7232062460340547, 1.7206258120242865, 1.7646296034706876, 1.6226435053875823, 1.7894224544968451, 1.826446473968041, 1.691142364449809, 1.7814035294799422, 1.8030174409778597, 1.7834409374272897, 1.8146638924574008, 1.684374248877774, 1.7879177571728944, 1.7581420002370018, 1.7923799140347743, 1.825405039670292, 1.7762991618916895, 1.7144025424528548, 1.816304898262708, 1.8119845621574107, 1.7487642238976757, 1.746870417181026, 1.796202985884735, 1.7322091771709829, 1.6928830666952255, 1.8626550628895129, 1.7908103526064503, 1.7155267394739713, 1.8294135471537913, 1.7849384127430663, 1.6689584317212243, 1.8207581787297162, 1.7841577427119597, 1.8548526987757863, 1.8203205489651542, 1.7760601160919336, 1.8114505144301445, 1.7307871133811863, 1.8626074409237852, 1.6961018858005878, 1.7497781011995868, 1.7522494587694184, 1.7981753396973204, 1.7769629508004465, 1.8197145270088178, 1.817699715536074, 1.808512130188746, 1.7415950840972116, 1.6147794642114917, 1.8452419375169877, 1.6856404584520452, 1.753650018699206, 1.8140380589057155, 1.7546615746650724, 1.6855268276232787, 1.7769962285232719, 1.7913054221596607, 1.8285769865311055, 1.7228672200089228, 1.7508786056830998, 1.7710324260549908, 1.684280685608346, 1.7636861321552755, 1.7125984087323851, 1.8361518811984823, 1.7718953300342768, 1.6781590848550136, 1.8455405784730263]",1.763623838,0.059317738,-0.038958433,2.00402445,0,FALSE,100
