question_id,mu,delta_se_variance,delta_se_mean_abs,delta_se_max_abs
sfq_2300--133/133_1682374.txt#0_0,1,6.98E-05,0.0072596,0.016757614
sfq_2300--133/133_1682374.txt#0_0,2,0.000168609,0.012426107,0.027026545
sfq_2345--98/98_1465999.txt#0_0,0,0.000266152,0.016657367,0.035136364
sfq_2345--98/98_1465999.txt#0_0,0.5,0.000106134,0.010681524,0.021596101
sfq_2345--98/98_1465999.txt#0_0,1,0.000348946,0.020760359,0.041527914
sfq_2345--98/98_1465999.txt#0_0,2,0.000267834,0.013712688,0.032428786
sfq_2358--33/33_1520459.txt#0_0,0,0.02263863,0.140722428,0.309142246
sfq_2358--33/33_1520459.txt#0_0,0.5,0.025809553,0.180037318,0.358403081
sfq_2358--33/33_1520459.txt#0_0,1,0.028513113,0.174400688,0.363118268
sfq_2358--33/33_1520459.txt#0_0,2,0.027641612,0.15941533,0.346078437
sfq_23994--31/31_726041.txt#0_0,0,0.00488993,0.06724691,0.145856488
sfq_23994--31/31_726041.txt#0_0,0.5,0.004520142,0.053490045,0.130046757
sfq_23994--31/31_726041.txt#0_0,1,0.004767185,0.059629706,0.137836344
sfq_23994--31/31_726041.txt#0_0,2,0.00647586,0.073133411,0.164140093
sfq_24363--72/72_2007380.txt#0_0,0,0.00216807,0.045106606,0.097668413
sfq_24363--72/72_2007380.txt#0_0,0.5,0.003667598,0.062257149,0.129728534
sfq_24363--72/72_2007380.txt#0_0,1,0.002012783,0.0444737,0.094355302
sfq_24363--72/72_2007380.txt#0_0,2,0.001583653,0.041502472,0.085588782
sfq_24400--153/153_1526690.txt#0_0,0,0.012891993,0.102236334,0.231103697
sfq_24400--153/153_1526690.txt#0_0,0.5,0.012270693,0.090208535,0.215965008
sfq_24400--153/153_1526690.txt#0_0,1,0.013571549,0.096325692,0.229023853
sfq_24400--153/153_1526690.txt#0_0,2,0.012986748,0.094372351,0.223730482
sfq_2452--77/77_2081353.txt#0_2,0,9.41E-35,2.06E-16,2.16E-16
sfq_2452--77/77_2081353.txt#0_2,0.5,1.19E-33,2.00E-16,2.38E-16
sfq_2452--77/77_2081353.txt#0_2,1,4.95E-34,1.85E-16,2.07E-16
sfq_2452--77/77_2081353.txt#0_2,2,3.09E-34,2.08E-16,2.28E-16
sfq_24528--186/186_2010986.txt#0_0,0,0.002860497,0.049032245,0.109880493
sfq_24528--186/186_2010986.txt#0_0,0.5,0.00201449,0.038361255,0.089123531
sfq_24528--186/186_2010986.txt#0_0,1,0.002085219,0.034140889,0.086222896
sfq_24528--186/186_2010986.txt#0_0,2,0.001941592,0.032483174,0.082825422
sfq_24600--154/154_2012736.txt#0_1,0,4.61E-05,0.006109499,0.013809132
sfq_24600--154/154_2012736.txt#0_1,0.5,5.04E-05,0.005794574,0.013939364
sfq_24600--154/154_2012736.txt#0_1,1,4.92E-06,0.002391197,0.004305131
sfq_24600--154/154_2012736.txt#0_1,2,5.36E-05,0.006264287,0.014554799
sfq_25007--68/68_2021815.txt#0_1,0,0.00041055,0.029054976,0.050022866
sfq_25007--68/68_2021815.txt#0_1,0.5,0.000110601,0.021818443,0.030369632
sfq_25007--68/68_2021815.txt#0_1,1,4.25E-05,0.012592968,0.020079595
sfq_25007--68/68_2021815.txt#0_1,2,9.42E-05,0.014390371,0.021767197
sfq_25263--68/68_2027371.txt#0_0,0,3.91E-05,0.008802965,0.016012227
sfq_25263--68/68_2027371.txt#0_0,0.5,2.69E-05,0.010906474,0.016480378
sfq_25263--68/68_2027371.txt#0_0,1,0.000220191,0.013833041,0.030928247
sfq_25263--68/68_2027371.txt#0_0,2,6.12E-05,0.006541278,0.015344208
sfq_2528--156/156_1523996.txt#0_1,0,2.63E-06,0.001254553,0.001664065
sfq_2528--156/156_1523996.txt#0_1,0.5,8.65E-05,0.01123458,0.021551198
sfq_2528--156/156_1523996.txt#0_1,1,0.000128759,0.010156631,0.023074571
sfq_2528--156/156_1523996.txt#0_1,2,3.37E-05,0.009225264,0.014800005
sfq_25425--97/97_2030678.txt#0_2,0,0.001954471,0.035947028,0.086407283
sfq_25425--97/97_2030678.txt#0_2,0.5,0.002693332,0.036923155,0.096424626
sfq_25425--97/97_2030678.txt#0_2,1,0.00310365,0.044211681,0.107654462
sfq_25425--97/97_2030678.txt#0_2,2,0.002397525,0.036577549,0.092208002
sfq_25624--186/186_3210436.txt#0_1,0,0.005708806,0.059524317,0.145584239
sfq_25624--186/186_3210436.txt#0_1,0.5,0.003524058,0.051127612,0.11876648
sfq_25624--186/186_3210436.txt#0_1,1,0.00499541,0.065283786,0.145541424
sfq_25624--186/186_3210436.txt#0_1,2,0.005656383,0.069808107,0.15527463
sfq_2608--160/160_622140.txt#0_0,0,0.006452905,0.081189906,0.171540644
sfq_2608--160/160_622140.txt#0_0,0.5,0.010125661,0.079735251,0.194094511
sfq_2608--160/160_622140.txt#0_0,1,0.004914184,0.058637199,0.13776046
sfq_2608--160/160_622140.txt#0_0,2,0.007878754,0.088541434,0.188750445
sfq_26163--17/17_422703.txt#0_0,0,0.000664553,0.017666903,0.047353249
sfq_26163--17/17_422703.txt#0_0,0.5,0.00069726,0.020906329,0.051067836
sfq_26163--17/17_422703.txt#0_0,1,0.000720987,0.025980853,0.056542709
sfq_26163--17/17_422703.txt#0_0,2,0.000776598,0.018541083,0.050719649
sfq_2820--42/42_1531177.txt#0_1,0,0.004782953,0.058281951,0.137282826
sfq_2820--42/42_1531177.txt#0_1,0.5,0.004905681,0.051918258,0.132074372
sfq_2820--42/42_1531177.txt#0_1,1,0.004379004,0.0526382,0.128221129
sfq_2820--42/42_1531177.txt#0_1,2,0.004270238,0.058386488,0.132598896
sfq_3072--53/53_1526395.txt#0_2,0,0.000870836,0.026716283,0.059978703
sfq_3072--53/53_1526395.txt#0_2,0.5,0.001088266,0.03028417,0.067607472
sfq_3072--53/53_1526395.txt#0_2,1,0.000952996,0.030157177,0.06455021
sfq_3072--53/53_1526395.txt#0_2,2,0.000635978,0.019612768,0.048285231
sfq_3826--197/197_1325980.txt#0_0,0,0.005386258,0.06157508,0.144799648
sfq_3826--197/197_1325980.txt#0_0,0.5,0.005919706,0.069061606,0.156120569
sfq_3826--197/197_1325980.txt#0_0,1,0.007569106,0.069185303,0.168327771
sfq_3826--197/197_1325980.txt#0_0,2,0.010047288,0.094272343,0.207583032
sfq_3917--169/169_1555303.txt#0_0,0,3.01E-05,0.005524997,0.011661346
sfq_3917--169/169_1555303.txt#0_0,0.5,3.52E-05,0.005596852,0.012280935
sfq_3917--169/169_1555303.txt#0_0,1,1.24E-05,0.003622769,0.007546505
sfq_3917--169/169_1555303.txt#0_0,2,0.000157931,0.010557413,0.024889404
sfq_4557--72/72_1569959.txt#0_0,0,0.032656759,0.168268502,0.371867395
sfq_4557--72/72_1569959.txt#0_0,0.5,0.033922565,0.176689316,0.383353735
sfq_4557--72/72_1569959.txt#0_0,1,0.030105422,0.183692478,0.377027221
sfq_4557--72/72_1569959.txt#0_0,2,0.026068472,0.156343234,0.33790377
sfq_4811--62/62_346208.txt#0_1,0,0.020860381,0.126796212,0.29014916
sfq_4811--62/62_346208.txt#0_1,0.5,0.016413188,0.116537942,0.261316113
sfq_4811--62/62_346208.txt#0_1,1,0.019543812,0.121636595,0.280076172
sfq_4811--62/62_346208.txt#0_1,2,0.021354589,0.142041718,0.306418421
sfq_5173--26/26_1584174.txt#0_2,0,2.82E-05,0.004182331,0.010224842
sfq_5173--26/26_1584174.txt#0_2,0.5,0.000135265,0.012555288,0.025480212
sfq_5173--26/26_1584174.txt#0_2,1,7.86E-05,0.009587205,0.019436304
sfq_5173--26/26_1584174.txt#0_2,2,8.62E-05,0.010964301,0.021257323
sfq_5388--155/155_1723803.txt#0_0,0,0.00572125,0.066970874,0.151994613
sfq_5388--155/155_1723803.txt#0_0,0.5,0.007367663,0.079031098,0.175988415
sfq_5388--155/155_1723803.txt#0_0,1,0.004745265,0.05537936,0.133948573
sfq_5388--155/155_1723803.txt#0_0,2,0.007894466,0.070003897,0.171028741
sfq_5662--54/54_415167.txt#0_2,0,0.000765672,0.035550777,0.065526526
sfq_5662--54/54_415167.txt#0_2,0.5,0.00035494,0.034814867,0.053129353
sfq_5662--54/54_415167.txt#0_2,1,0.000292666,0.020968137,0.038743218
sfq_5662--54/54_415167.txt#0_2,2,0.000874263,0.041320603,0.07224357
sfq_5913--103/103_1600716.txt#0_1,0,0.000150169,0.010688061,0.024666908
sfq_5913--103/103_1600716.txt#0_1,0.5,0.000109505,0.013344438,0.024638429
sfq_5913--103/103_1600716.txt#0_1,1,2.08E-07,0.003197657,0.003698235
sfq_5913--103/103_1600716.txt#0_1,2,4.40E-05,0.006471499,0.013996717
sfq_6074--119/119_1604319.txt#0_0,0,0.001217175,0.033989691,0.072773753
sfq_6074--119/119_1604319.txt#0_0,0.5,0.001062184,0.026115858,0.063418876
sfq_6074--119/119_1604319.txt#0_0,1,0.001620544,0.040330035,0.085530009
sfq_6074--119/119_1604319.txt#0_0,2,0.001218823,0.025114961,0.063797726
sfq_668--20/20_1363097.txt#0_1,0,0.006861976,0.065897482,0.16036455
sfq_668--20/20_1363097.txt#0_1,0.5,0.009049275,0.079962799,0.188372292
sfq_668--20/20_1363097.txt#0_1,1,0.008957638,0.081119658,0.188544399
sfq_668--20/20_1363097.txt#0_1,2,0.007597027,0.071610651,0.171033428
sfq_7117--62/62_1628292.txt#0_0,0,0.018843197,0.130027805,0.284918859
sfq_7117--62/62_1628292.txt#0_0,0.5,0.020111683,0.122242163,0.282942405
sfq_7117--62/62_1628292.txt#0_0,1,0.014866003,0.118353267,0.255597243
sfq_7117--62/62_1628292.txt#0_0,2,0.021097217,0.121374384,0.285756467
sfq_7345--158/158_612044.txt#0_2,0,8.27E-05,0.006477896,0.011825511
sfq_7345--158/158_612044.txt#0_2,0.5,6.51E-05,0.005775729,0.010266601
sfq_7345--158/158_612044.txt#0_2,1,9.18E-05,0.005923829,0.016200282
sfq_7345--158/158_612044.txt#0_2,2,8.33E-05,0.006359281,0.012506182
sfq_80--166/166_2439219.txt#0_0,0,0.010134624,0.090955177,0.204833843
sfq_80--166/166_2439219.txt#0_0,0.5,0.015633784,0.107222815,0.249299664
sfq_80--166/166_2439219.txt#0_0,1,0.012889199,0.104507029,0.232781213
sfq_80--166/166_2439219.txt#0_0,2,0.012223438,0.107238939,0.231543391
sfq_8322--184/184_1656059.txt#0_0,0,0.014726338,0.107944728,0.245633175
sfq_8322--184/184_1656059.txt#0_0,0.5,0.012012695,0.091374673,0.215945855
sfq_8322--184/184_1656059.txt#0_0,1,0.013766514,0.107757861,0.240541906
sfq_8322--184/184_1656059.txt#0_0,2,0.012196667,0.098825104,0.223752342
sfq_8812--24/24_1020332.txt#0_0,0,0.000247235,0.01511268,0.032710291
sfq_8812--24/24_1020332.txt#0_0,0.5,9.69E-05,0.006535409,0.017884513
sfq_8812--24/24_1020332.txt#0_0,1,0.000106308,0.009022809,0.020634209
sfq_8812--24/24_1020332.txt#0_0,2,0.000243975,0.013117801,0.030716788
sfq_893--144/144_1486574.txt#0_1,0,0.001104547,0.02893759,0.066603242
sfq_893--144/144_1486574.txt#0_1,0.5,0.000542055,0.013876704,0.038903293
sfq_893--144/144_1486574.txt#0_1,1,0.000521141,0.017435016,0.043193006
sfq_893--144/144_1486574.txt#0_1,2,0.001026439,0.022106308,0.057663258
sfq_901--24/24_504588.txt#0_0,0,1.20E-05,0.003116371,0.007022197
sfq_901--24/24_504588.txt#0_0,0.5,9.96E-06,0.002853953,0.006404525
sfq_901--24/24_504588.txt#0_0,1,9.56E-06,0.00278216,0.006255886
sfq_901--24/24_504588.txt#0_0,2,9.54E-06,0.003126842,0.006571742
sfq_901--24/24_504588.txt#0_1,0,0.000449693,0.016570842,0.040697201
sfq_901--24/24_504588.txt#0_1,0.5,0.000622014,0.023070661,0.051184573
sfq_901--24/24_504588.txt#0_1,1,0.000549318,0.020765605,0.047408175
sfq_901--24/24_504588.txt#0_1,2,0.000457063,0.017726526,0.042051276
sfq_9525--59/59_129915.txt#0_1,0,0.01416986,0.1101423,0.244778918
sfq_9525--59/59_129915.txt#0_1,0.5,0.01657685,0.108845054,0.255026403
sfq_9525--59/59_129915.txt#0_1,1,0.014410619,0.107051816,0.243162682
sfq_9525--59/59_129915.txt#0_1,2,0.013351693,0.102634473,0.233315248
sfq_9644--123/123_186355.txt#0_2,0,1.63E-34,1.69E-16,1.82E-16
sfq_9644--123/123_186355.txt#0_2,0.5,9.52E-34,1.79E-16,2.03E-16
sfq_9644--123/123_186355.txt#0_2,1,1.14E-34,1.92E-16,2.02E-16
sfq_9644--123/123_186355.txt#0_2,2,6.03E-34,1.64E-16,1.87E-16
sfq_9677--35/35_1731921.txt#0_0,0,3.65E-06,0.002872061,0.004795304
sfq_9677--35/35_1731921.txt#0_0,0.5,1.11E-05,0.003650709,0.007297422
sfq_9677--35/35_1731921.txt#0_0,1,3.74E-05,0.006068965,0.012926082
sfq_9677--35/35_1731921.txt#0_0,2,2.47E-05,0.003866243,0.009514243
sfq_9896--145/145_1575967.txt#0_1,0,7.16E-05,0.006931822,0.008009399
sfq_9896--145/145_1575967.txt#0_1,0.5,5.53E-05,0.007146479,0.012328037
sfq_9896--145/145_1575967.txt#0_1,1,0.000234109,0.010874549,0.028446715
sfq_9896--145/145_1575967.txt#0_1,2,5.69E-06,0.003065243,0.005069403
sfq_9920--21/21_331455.txt#0_0,0,0.008626504,0.092572066,0.197231716
sfq_9920--21/21_331455.txt#0_0,0.5,0.008271147,0.090897962,0.193134883
sfq_9920--21/21_331455.txt#0_0,1,0.004081066,0.052847666,0.125290113
sfq_9920--21/21_331455.txt#0_0,2,0.004633352,0.058329924,0.135958219
tb_1113--48/48_567125.txt#0_1,0,0.001322659,0.022432922,0.058617634
tb_1113--48/48_567125.txt#0_1,0.5,0.001737769,0.035023555,0.082447013
tb_1113--48/48_567125.txt#0_1,1,0.002139511,0.040604202,0.092630253
tb_1113--48/48_567125.txt#0_1,2,0.001090459,0.022094897,0.06013945
tb_2199--49/49_2803159.txt#0_2,0,3.04E-05,0.004750979,0.00628977
tb_2199--49/49_2803159.txt#0_2,0.5,9.76E-05,0.00645779,0.014826736
tb_2199--49/49_2803159.txt#0_2,1,8.24E-05,0.006963747,0.009308597
tb_2199--49/49_2803159.txt#0_2,2,7.81E-06,0.005218071,0.008174463
tb_47--Hansel_and_Gretel.txt#0_0,0,0.002371791,0.03605083,0.090093166
tb_47--Hansel_and_Gretel.txt#0_0,0.5,0.002394919,0.034120624,0.090192298
tb_47--Hansel_and_Gretel.txt#0_0,1,0.002496844,0.03651315,0.093583069
tb_47--Hansel_and_Gretel.txt#0_0,2,0.002060851,0.037608264,0.089265281
tb_83--165/165_2048554.txt#0_0,0,1.80E-34,1.67E-16,1.78E-16
tb_83--165/165_2048554.txt#0_0,0.5,7.93E-35,1.79E-16,1.88E-16
tb_83--165/165_2048554.txt#0_0,1,2.15E-34,1.65E-16,1.78E-16
tb_83--165/165_2048554.txt#0_0,2,4.26E-34,1.76E-16,1.99E-16
tc_1029--37/37_29464.txt#0_2,0,0.008743126,0.081871911,0.187991655
tc_1029--37/37_29464.txt#0_2,0.5,0.010448056,0.094916718,0.210336206
tc_1029--37/37_29464.txt#0_2,1,0.009058932,0.084874366,0.192303999
tc_1029--37/37_29464.txt#0_2,2,0.009804012,0.085948316,0.198139656
tc_1250--67/67_36879.txt#0_0,0,0.005453821,0.061789251,0.145739451
tc_1250--67/67_36879.txt#0_0,0.5,0.005519824,0.062778184,0.147240726
tc_1250--67/67_36879.txt#0_0,1,0.004700026,0.052310165,0.13038056
tc_1250--67/67_36879.txt#0_0,2,0.004974589,0.066249492,0.146063821
tc_1323--96/96_39278.txt#0_4,0,3.01E-34,1.46E-16,1.62E-16
tc_1323--96/96_39278.txt#0_4,0.5,6.00E-34,1.59E-16,1.82E-16
tc_1323--96/96_39278.txt#0_4,1,7.81E-36,1.59E-16,1.62E-16
tc_1323--96/96_39278.txt#0_4,2,9.58E-34,1.47E-16,1.82E-16
tc_1968--49/49_57917.txt#0_2,0,0.001024704,0.021817677,0.057671954
tc_1968--49/49_57917.txt#0_2,0.5,0.001018691,0.019443711,0.052232345
tc_1968--49/49_57917.txt#0_2,1,0.001935989,0.032540138,0.083206047
tc_1968--49/49_57917.txt#0_2,2,0.000478301,0.018641267,0.043667989
tc_2250--43/43_67037.txt#0_0,0,0.000368097,0.011751529,0.031207094
tc_2250--43/43_67037.txt#0_0,0.5,0.000975195,0.028918211,0.064599061
tc_2250--43/43_67037.txt#0_0,1,0.001698359,0.026548155,0.073793864
tc_2250--43/43_67037.txt#0_0,2,0.00028209,0.010813773,0.025528494
tc_2359--127/127_71063.txt#0_0,0,0.013134718,0.121336007,0.249571439
tc_2359--127/127_71063.txt#0_0,0.5,0.005650987,0.071584322,0.155691214
tc_2359--127/127_71063.txt#0_0,1,0.00902686,0.086559398,0.193623426
tc_2359--127/127_71063.txt#0_0,2,0.008119013,0.076681431,0.179272429
tc_2506--24/24_75775.txt#0_0,0,3.63E-34,2.59E-16,2.76E-16
tc_2506--24/24_75775.txt#0_0,0.5,5.70E-34,2.58E-16,2.82E-16
tc_2506--24/24_75775.txt#0_0,1,4.93E-36,2.63E-16,2.65E-16
tc_2506--24/24_75775.txt#0_0,2,6.66E-34,2.72E-16,3.01E-16
tc_2833--59/59_86475.txt#0_0,0,9.47E-05,0.013240566,0.023512047
tc_2833--59/59_86475.txt#0_0,0.5,3.57E-05,0.007615637,0.014258363
tc_2833--59/59_86475.txt#0_0,1,8.45E-05,0.008932899,0.019243859
tc_2833--59/59_86475.txt#0_0,2,0.000119315,0.013074706,0.025143001
tc_69--158/158_2486.txt#0_1,0,0.005025764,0.066185962,0.146228862
tc_69--158/158_2486.txt#0_1,0.5,0.006251968,0.069917498,0.15964682
tc_69--158/158_2486.txt#0_1,1,0.004154421,0.061308901,0.134124836
tc_69--158/158_2486.txt#0_1,2,0.005918678,0.068044387,0.155372213
wh_1013--32/32_749045.txt#0_1,0,1.40E-05,0.004579023,0.008897919
wh_1013--32/32_749045.txt#0_1,0.5,9.97E-08,0.000924593,0.001283215
wh_1013--32/32_749045.txt#0_1,1,6.66E-06,0.004769584,0.006543295
wh_1013--32/32_749045.txt#0_1,2,3.73E-06,0.003109799,0.005105816
wh_1046--61/61_640960.txt#0_0,0,0.00799282,0.07561335,0.176762563
wh_1046--61/61_640960.txt#0_0,0.5,0.006962159,0.0682311,0.163183797
wh_1046--61/61_640960.txt#0_0,1,0.00864573,0.08267632,0.188043695
wh_1046--61/61_640960.txt#0_0,2,0.008425764,0.08968878,0.192956549
wh_1415--64/64_759730.txt#0_0,0,0.005929185,0.07318171,0.160162242
wh_1415--64/64_759730.txt#0_0,0.5,0.005230499,0.07045993,0.151957406
wh_1415--64/64_759730.txt#0_0,1,0.005322568,0.063384189,0.146343592
wh_1415--64/64_759730.txt#0_0,2,0.006062131,0.06758744,0.155953343
wh_1706--59/59_2662426.txt#0_0,0,0.010998668,0.094992616,0.213920039
wh_1706--59/59_2662426.txt#0_0,0.5,0.010049582,0.088351458,0.201978907
wh_1706--59/59_2662426.txt#0_0,1,0.014009091,0.110434153,0.243987823
wh_1706--59/59_2662426.txt#0_0,2,0.010182123,0.102827305,0.216550784
wh_2204--68/68_777602.txt#0_0,0,0.011690343,0.096509692,0.21882312
wh_2204--68/68_777602.txt#0_0,0.5,0.008590712,0.080952503,0.185910101
wh_2204--68/68_777602.txt#0_0,1,0.011107399,0.093501166,0.213106879
wh_2204--68/68_777602.txt#0_0,2,0.010641774,0.08854445,0.205561171
wh_2414--73/73_48566.txt#0_0,0,0.013449078,0.09787885,0.229731383
wh_2414--73/73_48566.txt#0_0,0.5,0.015643496,0.106700155,0.249048055
wh_2414--73/73_48566.txt#0_0,1,0.013893925,0.099832101,0.233771644
wh_2414--73/73_48566.txt#0_0,2,0.012219972,0.098839053,0.224238638
wh_2443--99/99_783232.txt#0_2,0,7.98E-07,0.003831894,0.004544078
wh_2443--99/99_783232.txt#0_2,0.5,1.64E-05,0.003650736,0.00807752
wh_2443--99/99_783232.txt#0_2,1,7.76E-05,0.008417723,0.01807978
wh_2443--99/99_783232.txt#0_2,2,3.33E-06,0.002046374,0.004130191
wh_299--Pocketful_of_Miracles.txt#0_1,0,0.006633193,0.067839743,0.160743136
wh_299--Pocketful_of_Miracles.txt#0_1,0.5,0.006496411,0.069105143,0.16103534
wh_299--Pocketful_of_Miracles.txt#0_1,1,0.005311246,0.057279486,0.140283411
wh_299--Pocketful_of_Miracles.txt#0_1,2,0.006727284,0.072651996,0.165844047
wh_3212--72/72_800524.txt#0_2,0,0.001881625,0.035608946,0.085296189
wh_3212--72/72_800524.txt#0_2,0.5,0.002583769,0.039776196,0.097949257
wh_3212--72/72_800524.txt#0_2,1,0.00216729,0.038768576,0.091914545
wh_3212--72/72_800524.txt#0_2,2,0.002412655,0.043750762,0.099530507
wh_4269--173/173_235742.txt#0_0,0,0.001139275,0.025514276,0.064071316
wh_4269--173/173_235742.txt#0_0,0.5,0.001048909,0.023025429,0.060282857
wh_4269--173/173_235742.txt#0_0,1,0.00078647,0.022726382,0.054913562
wh_4269--173/173_235742.txt#0_0,2,0.00116215,0.022988443,0.061723606
wh_4331--119/119_827530.txt#0_1,0,6.94E-35,2.71E-16,2.81E-16
wh_4331--119/119_827530.txt#0_1,0.5,8.16E-34,2.76E-16,3.09E-16
wh_4331--119/119_827530.txt#0_1,1,1.37E-34,2.80E-16,2.92E-16
wh_4331--119/119_827530.txt#0_1,2,1.38E-34,2.79E-16,2.90E-16
wh_495--37/37_2926588.txt#0_1,0,0.008596281,0.078124959,0.183634584
wh_495--37/37_2926588.txt#0_1,0.5,0.007966083,0.0795036,0.181129282
wh_495--37/37_2926588.txt#0_1,1,0.008832957,0.08347498,0.190470573
wh_495--37/37_2926588.txt#0_1,2,0.007453028,0.069713086,0.168438992
wh_585--16/16_792479.txt#0_1,0,0.013749284,0.104419828,0.237011868
wh_585--16/16_792479.txt#0_1,0.5,0.012771983,0.08961318,0.218348805
wh_585--16/16_792479.txt#0_1,1,0.017148768,0.124157745,0.272618781
wh_585--16/16_792479.txt#0_1,2,0.016053665,0.119363093,0.262512793
